ID|NAME|PHONE
AC1701|Homes of Distinction Realty|781-6326253
AC1702|Morgan Woods Real Estate, LLC|857-2413809
AC1703|Rose Residential Properties|978-4701930
AC1704|Flat Rate Real Estate Services|978-3921220
AC1705|Byrne & Associates Valuation|415-4201313
AC1706|Dalton Appraisal Co.|413-6849747
AC1707|The Capital Group Realty|855-2227275
AC1708|Beck & Call REALTORS|774-9229256
AC1709|Daniel C. Brogie|978-7991825
AC1710|Kola Akindele|508-3530836
AC1711|The New England Real Estate Resource Group, Inc.|508-8575263
AC1712|All Hours Realty Inc.|508-9890094
AC1713|RE/MAX On Point|508-9449701
AC1714|Toner Real Estate, LLC|781-7809054
AC1715|Beachfront Realty|508-4871397
AC1716|M. Constance Senna|401-3780985
AC1717|Carwin Realty|860-4786377
AC1718|Robert F. LoRanger|978-8041999
AC1719|Platinum Keys Realty, Inc.|508-9343131
AC1720|Donovon Appraisal|800-8328634
AC1721|Essex Appraisal Associates, Inc.|781-2310400
AC1722|A B & H Realty|978-4758075
AC1723|William Ratcliffe|508-7830224
AC1724|Doris Sasser|617-9239457
AC1725|Cape Estates Realty|508-7375280
AC1726|Michael Baker|617-2694939
AC1727|Nextage Welcom Realty|508-7913888
AC1728|Annjobee the Auctioneer|781-9102454
AC1729|Cambridge Square Real Estate|413-5752857
AC1730|Prime Real Estate|508-6780800
AC1731|Karen Venditto|617-7979479
AC1732|Prudential Prime Properties|978-5625500
AC1733|Shelly Buchsbaum|781-6391326
AC1734|Think and Grow Realty|781-9561981
AC1735|Maureen C. Mellen|617-4486054
AC1736|JPS|508-4805800
AC1737|Renewable Properties|617-8704035
AC1738|Ken Sprague Realty Group|781-3229100
AC1739|Lori Higgins|978-2510339
AC1740|Matthew P. Keswick|617-6941461
AC1741|RE/MAX Northern Edge Realty, LLC|603-7520003
AC1742|Sue Butler Real Estate|508-8888803
AC1743|Audrey Miller Real Estate, LLC|617-8636455
AC1744|Wainwright Real Estate|617-2720333
AC1745|Movementum Realty, LLC|781-2645595
AC1746|Buyorrentrealestate.com, Inc.|617-9537453
AC1747|MILEND, Inc.|770-8171550
AC1748|Capital Residential Real Estate|781-6592005
AC1749|American Dreams LLC|860-7412221
AC1750|AMB Realty Group|978-4526300
AC1751|Marian Lazarczyk|617-2835924
AC1752|Legacy Realty Group|617-3409070
AC1753|City Residential Boston|617-2666900
AC1754|Cordigen des Rosiers|617-8031355
AC1755|Kathryn M. Morin|603-4017537
AC1756|The Rosenfeld Company, Inc|508-4829444
AC1757|Cornerstone Realty Partners|508-3991222
AC1758|Janet F. Greene|617-6333123
AC1759|Century 21 G. J. Brown R. E.|978-4590533
AC1760|Elias Harik|617-8938780
AC1761|Jeffrey Kazis Shrago|202-8415550
AC1762|ABG Residential d/b/a Cambridge Realty Group|617-6616600
AC1763|Collins & Demac Real Estate|508-2945329
AC1764|Peak Realty|978-3606610
AC1765|Hawthorne Law Office|781-8261136
AC1766|Family One Mortage, Inc.|781-8641200
AC1767|Deb Yarnell|978-6040369
AC1768|RE/MAX River's Edge|401-4335100
AC1769|Blumsack Real Estate|978-3175491
AC1770|Matchpoint Realty|781-5895299
AC1771|Quentin Miles|617-4455555
AC1772|Top Notch Realty|413-5861604
AC1773|KW Commercial - Boston Metro|617-5311800
AC1774|Real Estate Office of Michael Musi|617-8269494
AC1775|John Kosta Real Estate|781-4770253
AC1776|Daisher-Chiles Properties|508-2309000
AC1777|Exit Realty Group|978-4623200
AC1778|MB Appraisal Services|978-6869583
AC1779|Prestigious Homes|774-2876553
AC1780|Curley Real Estate|617-3478910
AC1781|High Pointe Properties South Shore|781-4992444
AC1782|John Kontekakis|413-2044877
AC1783|Marty Green Properties|508-3207786
AC1784|Corcoran Realty|978-8894005
AC1785|Matthew J. Kesner|617-9636288
AC1786|Garabedian Group|603-2129356
AC1787|Boston Family Realty|781-6520565
AC1788|Greater Boston Real Estate Services, LLC|617-7800553
AC1789|Plum Island Beach Rentals and Sales|508-9628179
AC1790|RE/MAX Spectrum|781-2932900
AC1791|Steven V. Ceceri|401-4191781
AC1792|Platinum Realty Group|781-8671197
AC1793|MBM Real Estate|617-9420372
AC1794|Pam Johnson Real Estate|978-3738969
AC1795|TAT Realty|508-9281086
AC1796|TJ Brennan Real Estate|508-7923900
AC1797|Hollis Colby|781-4385342
AC1798|CR Real Estate|617-3323448
AC1799|Radar Real Estate|508-2805985
AC1800|New England Restaurant Brokers|617-7219655
AC1801|Chow Realty|617-8003056
AC1802|PbBrooks Realty, LLC|978-9146271
AC1803|East Longmeadow Board of Assessors|413-5255400
AC1804|Eve Moss|888-3406431
AC1805|Law Office Of Carolyn R. Hart|781-7496707
AC1806|The Johnson Group|857-4887653
AC1807|Encore Realty|617-9816900
AC1808|Select R. E. Group|617-6865850
AC1809|Steven Realty|978-5359070
AC1810|Connect Realty.com|401-7518300
AC1811|Massachusetts Realty & Home Renovation Group|617-3013972
AC1812|Gary A. Lambert|413-5668991
AC1813|Wellsco|978-4629733
AC1814|Experience Real Estate|617-2938293
AC1815|ERA Key Realty Services|978-2569100
AC1816|Haus of Realty|857-2332819
AC1817|LDS Realty Group, Inc.|781-9060893
AC1818|ERA Key Realty Services|978-4548558
AC1819|ERA Key Realty Services|978-7724101
AC1820|ERA Key Realty Services|978-6141600
AC1821|B. A. Sundin & Son|508-8296611
AC1822|Julia Shakolinina|617-9359481
AC1823|Berger Realty Group|508-9045971
AC1824|Rock Hill Residential Group|617-6887850
AC1825|Virginia S. White|508-6866002
AC1826|Paul J. Quinn|413-3911720
AC1827|Noble - Path Real Estate|978-5349600
AC1828|Prime Time Communities - Worcester|508-3048426
AC1829|H. L. March|781-7854098
AC1830|Law Office of Bernard Nunn, Jr.|781-7547240
AC1831|Barrett and Company|978-3696453
AC1832|John E. Hultgren|617-4808685
AC1833|Barrett and Company|781-2594040
AC1834|Barrett and Company|978-3713110
AC1835|Fresh Start Residential Services|508-8684291
AC1836|DanB Realty|508-7447387
AC1837|Edward Yankovski Realty|617-8994238
AC1838|Kevin Berry Real Estate|857-3830122
AC1839|Benjamin Mercuri New Hampshire Realty Group, LLC|603-4994200
AC1840|VIKING PROPERTIES|617-2029903
AC1841|Strobel Realty|781-7898971
AC1842|Hartz Real Estate|617-9014842
AC1843|The Law Office of Michael T. Cupoli III|508-7767591
AC1844|Harvest Moon Realty, LLC|413-3542300
AC1845|Kendall Square Realty|617-2590223
AC1846|MyFirst Realty Group|617-3871300
AC1847|David E. Sherf|978-7402477
AC1848|James F. Mulcahy, III|774-2191971
AC1849|Esquire Realty|508-5881111
AC1850|Eastern Alliance Realty, LLC|508-3653909
AC1851|Virtual holding Real Estate Group|401-4541300
AC1852|Susan Schale|978-8366042
AC1853|Marjorie A. Malone|508-7131909
AC1854|Better Living Real Estate, LLC|781-8210105
AC1855|Ruth Swilling Realty|781-3162025
AC1856|Adam Virgadamo|617-7775353
AC1857|Advise Realty, LLC|888-2229030
AC1858|James H. Gilboy|207-7674211
AC1859|Martinelli Martini & Gallagher Real Estate, Inc.|413-5367232
AC1860|HOMETOWN REALTORS|978-2498800
AC1861|Robert J. Soltz|617-6331320
AC1862|RPC|617-5438796
AC1863|Argos Management, LLC|617-2278304
AC1864|Angela Brooks-Reese|702-6828378
AC1865|SGC Corp.|401-4977763
AC1866|Potter Realty|617-3986303
AC1867|Premier Property Solutions, LLC|617-3450045
AC1868|spyRealty|617-3140629
AC1869|David A. Camiel|617-2444155
AC1870|River Farm Properties, LLC|508-2463029
AC1871|Linares Realty Group, LLC|617-4600317
AC1872|CGI Management, Inc.|617-7341900
AC1873|Boston's Finest Realty Group, LLC|508-3179850
AC1874|Gerald Van Dam|617-9692900
AC1875|Moran Realty Group|978-8846375
AC1876|Bristol Realty Group|781-9134876
AC1877|Fallon Residential|617-2978017
AC1878|Inter-Group Realty & Holding - Everett|617-7196474
AC1879|Ruel Real Estate|603-8944403
AC1880|Bodhi Tree Realty|978-6069884
AC1881|Jacobs Ladder Realty|413-2432227
AC1882|Stephanie M. Ceceri|401-6449354
AC1883|Real Estate Advisors Group, Inc.|617-9248000
AC1884|Scott Gregory Group, Inc.|781-6467600
AC1885|Savvy Realty|617-7972188
AC1886|WRC|617-2427356
AC1887|RE/MAX Legacy|781-9387677
AC1888|Red Tree Companies|508-5093260
AC1889|Distinctive Properties|401-2569809
AC1890|Joseph P. McSharry|617-6885420
AC1891|Fahy Realty|617-8337471
AC1892|Homestead Properties|508-3861993
AC1893|Meredith DeGuglielmo Real Estate Services|978-7909529
AC1894|George Kalogeropoulos|781-9641507
AC1895|Attorney Albert P. Manzi III|978-6816618
AC1896|S. T. A. Realty|508-8806828
AC1897|Steven J. Recco|774-2797558
AC1898|New England Realty Group, INC.|781-5751500
AC1899|Summit Properties|508-7373613
AC1900|Alpha & Omega Real Estate, Inc.|413-7860373
AC1901|Rescom Investments|619-3064948
AC1902|City of Everett Assessor's Office|617-3942205
AC1903|C. Lavoie Real Estate|413-2226841
AC1904|Jennifer Cummins|860-9300179
AC1905|John M. Corcoran Company|781-8490011
AC1906|Vilas S. Dhar|617-8806155
AC1907|Henry Lebensbaum, Esq.|978-7493606
AC1908|Properties Central Realty|508-4997600
AC1909|BKaye Realty|413-6932460
AC1910|T. Harry Eliopoulos|508-6766900
AC1911|Nationwide REO Brokers, Inc.|781-8490900
AC1912|Realty Sales Solutions|508-6427701
AC1913|Mass Equity Properties|617-2764107
AC1914|Erica Farthing|617-8494993
AC1915|Peace of Mind Property Management|401-8298323
AC1916|Sector 3G Realty|781-9329000
AC1917|RE/MAX Prestige|978-8877272
AC1918|RE/MAX Prestige|978-7749600
AC1919|Real FIC Realty MA|612-7150014
AC1920|Fisher Real Estate Brokerage|617-5121242
AC1921|JFXM Realty|781-9530211
AC1922|Gil Schipani|508-7372819
AC1923|Draper Real Estate|978-2572119
AC1924|Druth Commercial Real Estate, Inc.|978-4741144
AC1925|Patch Realty|617-7842907
AC1926|AJL Realty Associates|617-5713792
AC1927|Casten Associates|781-4052648
AC1928|Feenan Realty Group, LLC|617-6067757
AC1929|Free& Clear Real Estate|617-5299359
AC1930|Elizabeth Stump|617-5483716
AC1931|Mass Homes Realty|617-4476213
AC1932|Joyce Lin Real Estate|978-3371237
AC1933|Superior Properties|508-4880670
AC1934|James V. O'Brien|781-7336851
AC1935|MD Home Properties|781-7893977
AC1936|Chase Real Estate|508-8214653
AC1937|Philip J. Losurdo|508-6512400
AC1938|Retirement Realty|978-2900253
AC1939|Zen HomeScapes|978-8772663
AC1940|Zwicker Realty|978-7991700
AC1941|Jeroen den Boer|617-8177107
AC1942|Home Source Realty Group, LLC|781-2510540
AC1943|Laura S. Rossinow|617-5930786
AC1944|Wellsmar Realty|617-9809875
AC1945|M. J. Torres Realty|954-6167093
AC1946|Cletus Onyechefule|508-6639145
AC1947|Murray Real Estate|781-3252135
AC1948|Frank Lamarelli|781-8282477
AC1949|RE/MAX Journey|978-3656116
AC1950|Cynthia L. Bruder|978-8048133
AC1951|Prudential Prime Properties|508-6246470
AC1952|Teamwork Realty Group|413-2036233
AC1953|Maria F. Vidano|617-5104897
AC1954|Mulready Appraisal Services|781-4750509
AC1955|Jorge L. Nunez|413-3061149
AC1956|Denise B. Brown|781-7714621
AC1957|Joe Maher Realty and Construction, LLC|508-8437430
AC1958|Alan Meyerson|617-8493677
AC1959|Coco, Early & Associates|978-9578282
AC1960|Dena Xifaras|617-8349378
AC1961|Badger Realty & Property Management|401-4954756
AC1962|RS Real Estate|615-9000808
AC1963|Plymouth Properties Real Estate|508-2801479
AC1964|Elitesuburbs|508-7853306
AC1965|John LaPlante|339-4401254
AC1966|Turbo Sell|508-6760555
AC1967|A. Wellingtons, Inc.|781-3301404
AC1968|Classic Homes|617-2361600
AC1969|Gary Thomas Real Estate|781-7181228
AC1970|Worth Group Real Estate|207-6644456
AC1971|Kara L. Dardeno|617-6662600
AC1972|Office of Stephen D. Smeke|978-2553018
AC1973|REALTOR/ONE|781-3892743
AC1974|Amodio & Co Real Estate|860-6748908
AC1975|Matthew Trudel|603-7652375
AC1976|Manoel A. Pinto|781-8267733
AC1977|All County Select Property Management|978-7048200
AC1978|Connections Real Estate|413-2505122
AC1979|MassHousing|617-8541335
AC1980|John J. Meehan, Jr.|617-2855113
AC1981|Simply Moore Real Estate Services|978-4073054
AC1982|EWK Realty|781-6658200
AC1983|COLE02|401-2453050
AC1984|Emma Rothfeld RE|617-4976186
AC1985|Noble Atlantic Realty|617-8998894
AC1986|David R. Mills|508-3262919
AC1987|Granite Appraisers|617-7735234
AC1988|Sonit Seth Real Estate|508-2774020
AC1989|Violandi Real Estate|781-3373669
AC1990|Home Buyers Marketing II, Inc.|888-5667737
AC1991|Atlantic Coast Homes|978-7774444
AC1992|SkyBridge Realty, LLC|508-6554004
AC1993|Legacy Realty Group|413-8968927
AC1994|Seth Woolard|508-2075292
AC1995|Heart Realty, Inc.|508-5486222
AC1996|The Russell Realty Group, LLC|781-3420010
AC1997|Bean Group|800-4507784
AC1998|The Empire Realty|617-9131460
AC1999|Aegis Realty Group|978-6869823
AC2000|Law Office of Nicholas Corkery|781-8288988
AC2001|Cory B. Fox|781-2540167
AC2002|Cosmos Realty|857-2772582
AC2003|Steven S. Kim|617-2339924
AC2004|First Choice Realty Group|978-6898006
AC2005|iCare Realty Group|617-4449418
AC2006|Boris B. Maiden, Attorney at Law|617-8208599
AC2007|Cape Classic Realty|508-5403377
AC2008|Lewis Builders Development, Inc.|603-3625333
AC2009|XSell Realty, LLC|978-9372577
AC2010|V. Van Johnson III|413-7464400
AC2011|Homes on Martha's Vineyard|508-6270506
AC2012|Real Estate Broker Mackeddy Fils|617-3026225
AC2013|PJG Real Estate Group|617-7772087
B11101|Brad Hutchinson Real Estate|781-6652222
B11501|Regan Real Estate|781-6627715
B11901|Marie T. Wood REALTORS|781-6659400
B12601|Decroteau Realty|781-6652873
B12901|American Associates Real Estate|781-6651030
B13001|Century 21 Sexton & Donohue|781-6652121
B13301|Pond View Realty|781-6656766
B13401|Bott-Well Associates|   -6627065
B13501|Buyers Choice Realty|800-3994289
B13601|RE/MAX Heritage, LLC|781-9790100
B21201|Fitzgerald & Associates|978-6644709
B21202|Fitzgerald & Associates|508-6649767
B21501|Century 21 Spindler & O'Neil|978-6642100
B21801|Biersteker Realty|978-6646652
B22201|C D Real Estate|978-7290847
B22401|Hashem, May Real Estate|   -6641031
B22801|Cormier Homes, Inc.|978-6649800
B22811|Modern Continental Enterprises|781-6592647
B22821|Carriage House R.E., Inc.|508-4751243
B22831|Re/max All Stars|978-6649700
B30301|Coldwell Banker Residential Brokerage - Stoneham|781-4387600
B30302|Coldwell Banker Residential Brokerage - Lexington - 76 Bedford St.|781-8630321
B30304|Coldwell Banker Residential Brokerage - Winchester|781-7297290
B30305|Coldwell Banker Hunneman|978-6578300
B30601|Boardwalk Real Estate|781-9447820
B30801|Fuller Real Estate, Inc.|781-9441500
B31801|Carlson GMAC Real Estate|781-9421500
B31804|Carlson GMAC Real Estate|978-8510048
B31806|Carlson GMAC Real Estate|781-7297000
B31807|Carlson GMAC Real Estate|781-8618100
B31808|Carlson Real Estate BH&G|   -9880972
B31809|Carlson GMAC Real Estate|781-9354411
B31901|Dagnese & Strout Real Estate|781-9443023
B32911|Colonial Manor Realty|781-9446300
B32912|Colonial Manor Realty|978-6645857
B33001|Re/max Top Achievers, Inc.|781-9446060
B33021|Larkin & Larkin Real Estate|781-9422060
B33031|Dewolfe New England- Reading|781-9421060
B33034|Dewolfe N.e. - Lexington|617-8635865
B33036|Dewolfe New England/Wilmington|   -6585010
B33051|Real Estate Realities, Inc.|   -9429321
B33061|T. W. Lyons Assocates|781-9421418
B3415|Kieran Realty LLC|978-6576101
B40301|CENTURY 21 GR Associates|781-4381230
B40401|King Realty|781-9336666
B41201|Era Andrew Schmid R.E.|781-4387220
B41701|Marrano Real Estate, Ltd.|781-4388000
B42301|USA Realty Associates|781-4381200
B42401|Celli Realty|781-4383336
B42801|Spartan Realty|781-6651265
B42901|Brown Real Estate|781-9440838
B43201|Anderson & Treacy Realty|781-4384567
B43301|The Emerald Realty Group|781-4384995
B43401|Johnson Realty|781-6651444
B50201|Barrett, Chris. J., REALTORS|781-2455011
B50202|Barrett, Chris. J., Realtors|781-4388086
B50301|Ace Realty|781-2455438
B50401|Century 21 Greer's R. E.|781-2454151
B50501|Pillar Real Estate, Inc.|781-2465656
B50701|Hicks Realty|   -2458645
B51201|Packard Realty|781-2450303
B51601|Stone, Robert Rlty- Tsakirgis|781-5950099
B52201|Mcconville, Muriel M.,realtors|781-2464497
B53101|Martin & Co. Real Estate|   -2463040
B53201|Birch Hill Realty|617-2459081
B53801|Sam Stella REALTORS|781-2455454
B60301|Mahoney, Anne Realty|781-3959502
B60901|Century 21 Starwood|978-6578444
B61201|Kelley & Kompany, Inc.|978-6584171
B61301|Dove Associates|978-6576359
B61401|Meegan Real Estate|508-6574164
B61601|Wilson Wolfe Real Estate|978-6582345
B61701|West Real Estate|978-6584419
B61801|P. F. C. Real Estate|978-6589200
B70001|Argys Realty Company|781-6401255
B70002|Sue Bonney Realty|508-3801866
B70003|Competitive Edge Real Estate Services|978-8515580
B70004|Eastern Homes Realty|617-3063739
B70005|Brian David Realty Group|978-3359600
B70006|Summit Real Estate|781-8724079
B70007|Stelmach Realty|781-9424456
B70008|Ann DeIorio|781-8207643
B71501|Northern Metro Realty|781-9357775
B71901|Prudential Preferred Realty|781-9337200
B72041|Essex Associates, Inc.|508-5210572
B72071|CENTURY 21 Crowley|781-9330005
B72072|Century 21 Winchester|617-7297777
B72081|Mc Donald Real Estate|781-7293439
B72091|Ninety-Three Realty|   -9331414
B72111|Monroe, Sandra F.& Co., Inc.|   -9333998
B72211|Suburban Real Estate|508-9320055
B72411|First Boston Real Estate|781-7718514
B80002|Era Andrew Realty|617-3876500
B80003|Era Andrew Realty|781-9443777
B80004|Private Properties|978-6468969
B80005|American Landmarks L.L.C.|617-6335174
B80006|RE/MAX Heritage, LLC|781-9446060
B80007|Kevorkian Real Estate, LLC|978-7777600
B80008|Monarch Realty Company|617-7974377
B80011|Comfort Home Realty|978-7124350
B80012|Eduardo E. Acosta - Real Estate Broker|781-4548387
B80013|Select Realty Group|781-2453001
B80014|NORTHEAST REALTYPARTNERS|978-6577010
B80015|Renaissance Real Estate Advisors|978-2761000
B80016|Century 21 Crowley - Braese|781-9330005
B80017|RE/MAX Heritage, LLC|978-6649700
B84101|Showcase Of Homes, REALTORS|781-2720500
B84111|Trefrey, James T.Inc. Rltrs|   -2723240
B84121|Prudential Suburban Realtors|781-2722070
B84171|Century 21 Tabaldi R. E.|781-2721515
B84201|Ipr Realty Services|781-2734200
B84211|Carter Reed Realty|781-2739339
B84221|Century 21 Merrimack Valley|781-2291101
B84222|Shaw River|978-6674961
B84231|Litchfield Company, Inc.|   -2706859
B84241|Right Choice Realty|508-9633189
B84251|H. S. Realty|781-2704083
B84301|Henriques J., Realtors|781-9353636
B88601|Lexington Classic Homes|   -8615000
B88701|Era Liberty Real Estate|   -8622600
B88801|Century 21 Minuteman|781-8621111
B88901|Grant B. Cole, REALTORS, Inc|781-8623636
B90901|Best Realty Associates, Inc.|617-3810409
B90921|Select Options Realty Group|781-3340100
B91190|Century 21 Travis R. E.|978-6672121
B91290|Agency Realty|617-4841488
B91390|Great Brook Associates, Inc.|978-3698049
B91401|Bond Realty, Inc.|781-3240600
B91490|L. Black Real Estate|781-9355947
B91501|Century 21 Giannelli Assoc.inc|781-3241012
B91801|O Neill Real Estate|781-2450116
B92001|Musker Real Estate|978-6676937
B92101|Century 21 Advance Realty|781-3952121
